term,estimate,conf_low,conf_high,p_value
is_suri,1.5358708589066288,1.4897769858712346,1.581964731942023,0.0
year_c,0.020313136058880448,0.008421328099042186,0.032204944018718706,0.0008141573368471887
entry_econ,0.19872706132209247,0.11274726139060687,0.2847068612535781,5.895320676831455e-06
entry_crime,0.1665481098630159,0.04747738766947973,0.2856188320565521,0.0061165752399840664
